Date,VIX_VIX3M_Ratio,VIX_Close,SPX_Close,Skew,RF_Rate,Bid_Ask_Spread,SPX_Ret,realized_var,implied_var,vrp,Daily_RF,regime
2008-04-07,0.9663793103448276,22.42,2167.61,111.57,1.392,0.000219162070351,0.001569779306708,0.0858630606112244,0.05026564,-0.0355974206112244,5.523809523809523e-05,1.0
2008-04-08,0.9692241005635024,22.36,2157.28,112.13,1.377,7.308071765258087e-05,-0.0047770091928588,0.0850186867268393,0.04999696,-0.0350217267268393,5.464285714285714e-05,1.0
2008-04-09,0.9685774946921444,22.81,2139.99,110.96,1.3,0.0001473187978786,-0.0080470127779817,0.0822560527140655,0.05202961,-0.0302264427140655,5.158730158730159e-05,1.0
2008-04-10,0.95316565481353,21.98,2149.67,110.82,1.239,7.34942858192107e-05,0.0045131858612869,0.0675519807069525,0.04831204,-0.0192399407069525,4.916666666666667e-05,1.0
2008-04-11,0.9698222405952872,23.46,2106.01,109.9,1.188,0.0002249803142225,-0.0205191799483405,0.0722517412080633,0.05503716,-0.0172145812080633,4.714285714285714e-05,1.0
2008-04-14,0.9758295780417862,23.82,2098.92,109.62,1.075,0.0002257081593499,-0.0033722353137571,0.0722169563822282,0.0567392399999999,-0.0154777163822282,4.265873015873015e-05,1.0
2008-04-15,0.9611814345991562,22.78,2108.59,109.9,1.142,0.0002249634434404,0.0045965509414675,0.0662082185198653,0.05189284,-0.0143153785198653,4.531746031746032e-05,1.0
2008-04-16,0.9408799266727772,20.53,2156.67,112.47,1.127,0.0002191940963723,0.0225458877722566,0.0696555593787837,0.04214809,-0.0275074693787837,4.472222222222222e-05,1.0
2008-04-17,0.9365517241379312,20.37,2158.08,113.52,1.28,0.0006568623873298,0.0006535720726302,0.0502334218586485,0.04149369,-0.0087397318586485,5.0793650793650794e-05,1.0
2008-04-18,0.941974730931212,20.13,2197.24,115.35,1.351,0.0002166143182064,0.0179830897975966,0.0442305532615095,0.0405216899999999,-0.0037088632615095,5.361111111111111e-05,1.0
2008-04-21,0.9552656104380242,20.5,2193.87,115.31,1.3,7.215267506036225e-05,-0.0015349197180837,0.0389336899254752,0.0420249999999999,0.0030913100745247,5.158730158730159e-05,1.0
2008-04-22,0.9573394495412844,20.87,2174.59,114.42,1.275,0.0001450536698577,-0.0088269665666229,0.0379365995643422,0.04355569,0.0056190904356577,5.059523809523809e-05,1.0
2008-04-23,0.9388322520852644,20.26,2180.91,113.33,1.219,7.264010460168457e-05,0.0029020798694162,0.0379608735137576,0.04104676,0.0030858864862423,4.837301587301588e-05,0.0
2008-04-24,0.9471199244570347,20.06,2194.96,114.27,1.249,-7.22778360017298e-05,0.0064216022329695,0.0369942375486767,0.04024036,0.0032461224513232,4.956349206349207e-05,0.0
2008-04-25,0.9518950437317784,19.59,2209.25,114.49,1.362,0.000143297270187,0.0064892682895113,0.0349477919478851,0.03837681,0.0034290180521148,5.4047619047619046e-05,0.0
2008-04-28,0.9622733953944144,19.64,2207.02,114.61,1.372,7.164093563055418e-05,-0.0010099021072225,0.0336888488626587,0.03857296,0.0048841111373412,5.444444444444445e-05,0.0
2008-04-29,0.9721421709894332,20.24,2198.5,114.58,1.469,7.193985827841377e-05,-0.0038678796700264,0.0341130212449111,0.04096576,0.0068527387550888,5.82936507936508e-05,0.0
2008-04-30,0.9783529411764704,20.79,2190.13,112.48,1.382,7.226216714232688e-05,-0.003814406841503,0.0201201682759802,0.04322241,0.0231022417240197,5.484126984126984e-05,0.0
2008-05-01,0.954499494438827,18.88,2228.09,116.0,1.403,0.0002835270768357,0.017183813425028,0.0233090718412861,0.03564544,0.0123363681587138,5.5674603174603176e-05,0.0
2008-05-02,0.9308755760368664,18.18,2235.3,117.49,1.505,7.064891024069607e-05,0.0032307310234017,0.0233448163211605,0.0330512399999999,0.0097064236788394,5.972222222222222e-05,0.0
2008-05-05,0.944055944055944,18.9,2225.37,115.32,1.597,0.0001420252805,-0.004452253317624,0.0237788847841843,0.0357209999999999,0.0119421152158156,6.337301587301586e-05,0.0
2008-05-06,0.9220253164556964,18.21,2242.47,117.63,1.633,0.0001407558589625,0.0076547430068767,0.0242604284192733,0.03316041,0.0088999815807266,6.48015873015873e-05,0.0
2008-05-07,0.9413167938931296,19.73,2202.77,116.24,1.669,0.0001433075379763,-0.0178622776517829,0.0284234694666914,0.03892729,0.0105038205333085,6.623015873015873e-05,0.0
2008-05-08,0.92911877394636,19.4,2210.95,114.99,1.659,0.000143667839954,0.003706628134761,0.0274034647717162,0.0376359999999999,0.0102325352282837,6.583333333333334e-05,0.0
2008-05-09,0.9300431241015812,19.41,2196.54,117.77,1.689,7.195538765958558e-05,-0.0065388923601098,0.0280449054257139,0.0376748099999999,0.009629904574286,6.702380952380953e-05,0.0
2008-05-12,0.8789525691699605,17.79,2220.81,117.42,1.792,0.0002135003380422,0.0109885991442789,0.0228501281124886,0.03164841,0.0087982818875113,7.111111111111112e-05,0.0
2008-05-13,0.8923076923076924,17.98,2220.46,117.93,1.828,0.0,-0.0001576125751077,0.022496207613973,0.03232804,0.0098318323860269,7.253968253968255e-05,0.0
2008-05-14,0.883,17.66,2229.74,118.92,1.823,0.000142015195626,0.004170605119462,0.0224778186860659,0.03118756,0.008709741313934,7.234126984126984e-05,0.0
2008-05-15,0.8454356846473029,16.3,2253.76,121.05,1.833,0.0001402721279282,0.0107149458284996,0.0182287777964252,0.026569,0.0083402222035747,7.273809523809524e-05,0.0
2008-05-16,0.8415942769545222,16.47,2256.64,119.49,1.843,7.007954027815204e-05,0.0012770487723504,0.0182107657142198,0.0271260899999999,0.0089153242857801,7.313492063492063e-05,0.0
2008-05-19,0.857358870967742,17.01,2258.74,117.96,1.853,6.988852779809836e-05,0.0009301543397931,0.0148863132588183,0.02893401,0.0140476967411817,7.353174603174603e-05,0.0
2008-05-20,0.8447861604997597,17.58,2237.79,117.44,1.864,0.0001409840688002,-0.0093183639801439,0.0161721961449034,0.0309056399999999,0.0147334438550965,7.396825396825397e-05,0.0
2008-05-21,0.8407960199004976,18.59,2202.02,114.51,1.864,7.16974368165686e-05,-0.0161136507955324,0.0186035132136601,0.03455881,0.0159552967863398,7.396825396825397e-05,0.0
2008-05-22,0.8387546468401488,18.05,2208.2,114.41,1.864,7.164093563055418e-05,0.0028025831115238,0.0185978521987875,0.03258025,0.0139823978012124,7.396825396825397e-05,0.0
2008-05-23,0.8685028876055086,19.55,2179.05,113.11,1.853,0.0001453488372093,-0.0132887020180342,0.0203643262184527,0.03822025,0.0178559237815472,7.353174603174603e-05,0.0
2008-05-27,0.8862815884476535,19.64,2193.98,113.38,1.894,0.0001441649246739,0.0068282440363418,0.0204240968136767,0.03857296,0.0181488631863232,7.515873015873015e-05,0.0
2008-05-28,0.8804247460757156,19.07,2203.1,113.93,1.885,0.0003587958810231,0.0041482133951753,0.0206550301187472,0.03636649,0.0157114598812527,7.480158730158729e-05,0.0
2008-05-29,0.8721153846153846,18.14,2215.12,114.83,1.905,-0.0001428673476677,0.005441118665481,0.0208074248278429,0.03290596,0.012098535172157,7.55952380952381e-05,0.0
2008-05-30,0.8684851436921577,17.83,2218.5,113.53,1.884,0.0002138503760202,0.0015247137349638,0.0205880343427284,0.0317908899999999,0.0112028556572715,7.476190476190476e-05,0.0
2008-06-02,0.9129834254143646,19.83,2195.27,114.39,1.833,0.0001440299582313,-0.0105262460406997,0.0182308249898612,0.0393228899999999,0.0210920650101387,7.273809523809524e-05,0.0
2008-06-03,0.9154228855721392,20.24,2182.65,114.6,1.849,0.0,-0.005765310903867,0.0183093647254343,0.04096576,0.0226563952745656,7.337301587301588e-05,0.0
2008-06-04,0.9207613988490484,20.8,2183.01,114.37,1.849,0.0002172574863308,0.0001649235170929,0.0181792166370247,0.043264,0.0250847833629753,7.337301587301588e-05,0.0
2008-06-05,0.8837760910815939,18.63,2225.74,114.76,1.849,0.0001420454545455,0.0193847861846243,0.0223635844370108,0.03470769,0.0123441055629891,7.337301587301588e-05,0.0
2008-06-06,0.9735537190082644,23.56,2157.24,113.55,1.838,0.0002935564362248,-0.0312598177297899,0.0304277471814498,0.0555073599999999,0.0250796128185501,7.293650793650794e-05,0.0
2008-06-09,0.9693920335429768,23.12,2159.03,114.98,1.889,0.0002926543751828,0.0008294198938517,0.0301862234774876,0.05345344,0.0232672165225123,7.496031746031746e-05,0.0
2008-06-10,0.9723154362416108,23.18,2153.77,114.3,2.013,7.352130279762767e-05,-0.0024392518123081,0.0298292738748074,0.05373124,0.0239019661251925,7.988095238095238e-05,1.0
2008-06-11,0.9917763157894736,24.12,2117.84,113.2,1.941,0.0,-0.0168230935850916,0.0307534924176011,0.05817744,0.0274239475823988,7.702380952380953e-05,1.0
2008-06-12,0.9843881856540084,23.33,2124.94,113.97,1.992,7.436879485361175e-05,0.0033468653229991,0.0310866009244182,0.0544288899999999,0.0233422890755817,7.904761904761905e-05,1.0
2008-06-13,0.938938053097345,21.22,2156.96,113.77,1.971,0.0001469507714916,0.0149562562769777,0.0341852326571694,0.04502884,0.0108436073428305,7.821428571428572e-05,1.0
2008-06-16,0.9340169415960766,20.95,2157.14,114.71,1.951,0.0,8.344730076002134e-05,0.0322475267084229,0.04389025,0.011642723291577,7.742063492063492e-05,0.0
2008-06-17,0.9399466192170818,21.13,2142.55,115.71,1.982,7.377079414253185e-05,-0.0067865618210172,0.0323443037701376,0.04464769,0.0123033862298623,7.865079365079366e-05,0.0
2008-06-18,0.9443736730360932,22.24,2121.78,112.74,1.92,7.453508739232218e-05,-0.0097413494008413,0.0327963681764897,0.0494617599999999,0.0166653918235102,7.619047619047618e-05,0.0
2008-06-19,0.944833625218914,21.58,2130.3,113.44,1.91,0.0001487652484378,0.0040074558345023,0.0327983563548674,0.0465696399999999,0.0137712836451325,7.579365079365079e-05,0.0
2008-06-20,0.9703012303775986,22.87,2090.82,113.13,1.859,0.0003040206734057,-0.0187064813466698,0.033778723265368,0.05230369,0.0185249667346319,7.376984126984127e-05,0.0
2008-06-23,0.9716738197424892,22.64,2090.94,113.59,1.889,7.607744684081483e-05,5.739210286225737e-05,0.0335045738122475,0.05125696,0.0177523861877524,7.496031746031746e-05,0.0
2008-06-24,0.965962947005601,22.42,2085.08,112.2,1.839,0.0002287369905836,-0.0028065018109749,0.0319992028780113,0.05026564,0.0182664371219887,7.297619047619047e-05,0.0
2008-06-25,0.9471326164874552,21.14,2097.36,110.7,1.798,0.0005307654395874,0.0058721871860234,0.0317950874161514,0.04468996,0.0128948725838485,7.134920634920634e-05,0.0
2008-06-26,0.9843685726038668,23.93,2036.4,109.67,1.716,7.800616248676552e-05,-0.0294958679592176,0.0400428867457983,0.0572644899999999,0.0172216032542016,6.809523809523808e-05,0.0
2008-06-27,0.9795236105307148,23.44,2028.89,110.52,1.664,7.83238691991785e-05,-0.0036946975704648,0.0389291878520866,0.05494336,0.0160141721479133,6.603174603174603e-05,0.0
2008-06-30,1.0075725704669751,23.95,2031.47,112.0,1.736,7.80975438323974e-05,0.0012708234477844,0.038893450919992,0.0573602499999999,0.0184667990800079,6.88888888888889e-05,0.0
2008-07-01,0.9991550485847064,23.65,2039.66,112.69,1.869,7.787858728235586e-05,0.0040234583756624,0.0391120020339131,0.0559322499999999,0.0168202479660868,7.416666666666666e-05,1.0
2008-07-02,1.0359712230215827,25.92,2002.64,110.96,1.818,0.0001585665583128,-0.0183168171731828,0.0417186688303709,0.06718464,0.025465971169629,7.214285714285715e-05,1.0
2008-07-03,1.0147420147420148,24.78,2004.87,111.72,1.848,0.0,0.0011129106253844,0.0418313086847899,0.06140484,0.01957353131521,7.333333333333333e-05,1.0
2008-07-07,1.0416161616161617,25.78,1988.09,111.75,1.817,0.0001600384092182,-0.0084048419117961,0.0346846055670177,0.06646084,0.0317762344329822,7.21031746031746e-05,1.0
2008-07-08,1.0039028620988726,23.15,2022.83,112.21,1.859,0.0001572327044024,0.0173231422017094,0.0313200505534893,0.0535922499999999,0.0222721994465106,7.376984126984127e-05,1.0
2008-07-09,1.0357142857142858,25.23,1976.97,110.25,1.798,8.015068328450211e-05,-0.0229321514746237,0.0357643898676655,0.06365529,0.0278909001323344,7.134920634920634e-05,1.0
2008-07-10,1.04920049200492,25.59,1990.78,110.91,1.665,0.0003191319610659,0.0069611521727033,0.0372407055916801,0.06548481,0.0282441044083198,6.607142857142857e-05,1.0
2008-07-11,1.077194357366771,27.49,1968.86,110.87,1.583,8.072002260164763e-05,-0.0110718266923803,0.0357425303129236,0.0755700099999999,0.0398274796870763,6.281746031746032e-05,1.0
2008-07-14,1.1004636785162287,28.48,1951.08,111.11,1.46,-0.0002444688913335,-0.0090716296335133,0.0354587742323402,0.08111104,0.0456522657676597,5.793650793650794e-05,1.0
2008-07-15,1.0989603388525222,28.54,1929.85,110.81,1.338,8.262072954108412e-05,-0.0109407857241584,0.031093419777268,0.08145316,0.0503597402227319,5.30952380952381e-05,1.0
2008-07-16,1.0219869706840392,25.1,1978.47,111.93,1.358,0.0003225286244154,0.0248815390369395,0.041835680951853,0.063001,0.0211653190481469,5.3888888888888896e-05,1.0
2008-07-17,1.0262617972917525,25.01,2002.3,113.93,1.399,0.0006386715631486,0.0119727010903586,0.0447966643745065,0.0625500099999999,0.0177533456254934,5.551587301587302e-05,1.0
2008-07-18,1.0105042016806722,24.05,2002.88,113.85,1.46,-7.933674481328815e-05,0.0002896249377328,0.0443566046626979,0.05784025,0.013483645337302,5.793650793650794e-05,1.0
2008-07-21,0.9943917169974116,23.05,2001.86,114.1,1.429,0.0003172085646312,-0.0005093963763222,0.0438327007669862,0.05313025,0.0092975492330137,5.670634920634921e-05,1.0
2008-07-22,0.9601087941976428,21.18,2028.91,113.2,1.542,7.845906398329532e-05,0.0134219546559844,0.0434716151186303,0.0448592399999999,0.0013876248813696,6.119047619047619e-05,1.0
2008-07-23,0.95990990990991,21.31,2037.15,115.06,1.552,7.799399446235545e-05,0.004053069202188,0.043813099919242,0.0454116099999999,0.0015985100807578,6.158730158730159e-05,1.0
2008-07-24,0.9865319865319864,23.44,1990.09,113.19,1.644,7.972256547208438e-05,-0.0233719083916663,0.0496996263322523,0.05494336,0.0052437336677476,6.523809523809524e-05,1.0
2008-07-25,0.9836839845427222,22.91,1998.41,113.9,1.726,0.0001594769157164,0.0041720005354751,0.0493875915706047,0.05248681,0.0030992184293952,6.84920634920635e-05,1.0
2008-07-28,1.0100041684035015,24.23,1961.23,111.49,1.695,0.0001618384851918,-0.0187800369448243,0.0434219508059461,0.05870929,0.0152873391940538,6.726190476190477e-05,1.0
2008-07-29,0.9914491449144917,22.03,2007.21,112.18,1.716,7.921733275233417e-05,0.0231738706871981,0.050796042773006,0.04853209,-0.002263952773006,6.809523809523808e-05,1.0
2008-07-30,0.9892723880597016,21.21,2040.81,112.11,1.685,7.776352113216614e-05,0.016601089750427,0.0543048298830818,0.04498641,-0.0093184198830818,6.686507936507937e-05,1.0
2008-07-31,1.011910013233348,22.94,2014.39,110.66,1.665,0.0003154076644062,-0.013030367834383,0.0561595921896225,0.05262436,-0.0035352321896224,6.607142857142857e-05,1.0
2008-08-01,0.992087912087912,22.57,2003.16,111.38,1.664,7.950705625128297e-05,-0.0055904863651166,0.0524192246261244,0.05094049,-0.0014787346261244,6.603174603174603e-05,1.0
2008-08-04,1.0173235166738848,23.49,1985.23,111.2,1.695,7.998400319940104e-05,-0.0089911572286701,0.0533641066804883,0.05517801,0.0018139033195116,6.726190476190477e-05,1.0
2008-08-05,0.9832558139534884,21.14,2042.44,109.69,1.736,7.789071932072209e-05,0.028410395111061,0.0622658160382063,0.04468996,-0.0175758560382063,6.88888888888889e-05,1.0
2008-08-06,0.9551463644948064,20.23,2050.23,113.22,1.644,7.755244484075308e-05,0.0038068104233152,0.058995103650789,0.04092529,-0.018069813650789,6.523809523809524e-05,1.0
2008-08-07,0.9675205855443731,21.15,2013.66,111.97,1.675,0.000236285590517,-0.0179980202059992,0.0563562019852789,0.0447322499999999,-0.0116239519852789,6.646825396825397e-05,1.0
2008-08-08,0.9542725173210164,20.66,2061.77,113.33,1.695,7.727079550276944e-05,0.0236108754085619,0.0622360751044987,0.04268356,-0.0195525151044987,6.726190476190477e-05,1.0
2008-08-11,0.9384328358208956,20.12,2076.59,111.55,1.818,7.651402119431428e-05,0.0071622881302906,0.0603716982525549,0.04048144,-0.0198902582525549,7.214285714285715e-05,1.0
2008-08-12,0.9536036036036036,21.17,2051.66,111.26,1.859,0.0002319916483006,-0.0120779037394306,0.061359581786447,0.04481689,-0.016542691786447,7.376984126984127e-05,1.0
2008-08-13,0.956078083407276,21.55,2046.35,111.76,1.838,7.773329705794496e-05,-0.0025915031792408,0.0593905220822488,0.0464402499999999,-0.0129502720822488,7.293650793650794e-05,1.0
2008-08-14,0.9390581717451524,20.34,2057.72,113.07,1.859,7.716942547355716e-05,0.0055408553407988,0.0531127672189345,0.04137156,-0.0117412072189345,7.376984126984127e-05,1.0
2008-08-15,0.9158091674462112,19.58,2066.36,113.21,1.838,7.679606804124644e-05,0.0041900315418609,0.0518582761703681,0.0383376399999999,-0.0135206361703681,7.293650793650794e-05,1.0
2008-08-18,0.9488919041157848,20.98,2035.3,112.29,1.766,0.0001557026080187,-0.0151453770990112,0.0551877909988096,0.04401604,-0.0111717509988096,7.007936507936507e-05,1.0
2008-08-19,0.9491525423728814,21.28,2016.52,111.4,1.798,0.0003148614609572,-0.0092699747195395,0.0563900246913805,0.04528384,-0.0111061846913805,7.134920634920634e-05,1.0
2008-08-20,0.9091718610863758,20.42,2029.15,111.95,1.685,7.835455435840082e-05,0.0062437326973488,0.0546432848618946,0.04169764,-0.0129456448618946,6.686507936507937e-05,1.0
2008-08-21,0.8976449275362319,19.82,2034.35,111.9,1.716,7.823195775478285e-05,0.0025593713983011,0.0545177081482607,0.03928324,-0.0152344681482607,6.809523809523808e-05,1.0
2008-08-22,0.8756983240223463,18.81,2057.64,111.8,1.695,7.721113384564975e-05,0.0113833374438162,0.048600327126531,0.0353816099999999,-0.013218717126531,6.726190476190477e-05,1.0
2008-08-25,0.9193336256028056,20.97,2017.27,110.34,1.674,7.875566056314326e-05,-0.0198145828117475,0.0539435876451348,0.04397409,-0.0099694976451348,6.642857142857142e-05,1.0
2008-08-26,0.9098579040852576,20.49,2024.72,110.8,1.706,7.845906398329532e-05,0.0036863072082889,0.0491148356700175,0.0419840099999999,-0.0071308256700175,6.769841269841269e-05,1.0
2008-08-27,0.9006381039197813,19.76,2041.24,110.51,1.675,0.0002333450005833,0.008126046938402,0.0436197293880144,0.03904576,-0.0045739693880144,6.646825396825397e-05,1.0
2008-08-28,0.902042711234912,19.43,2071.86,111.21,1.736,7.683147017011182e-05,0.0148892882153114,0.0429732988275482,0.03775249,-0.0052208088275482,6.88888888888889e-05,0.0
2008-08-29,0.91696269982238,20.65,2043.53,110.58,1.715,7.77030964683236e-05,-0.0137680499375573,0.0432354248789412,0.0426422499999999,-0.0005931748789412,6.805555555555556e-05,0.0
2008-09-02,0.9515361315447858,21.99,2035.24,110.38,1.685,0.0,-0.0040649565507435,0.0430221426301408,0.0483560099999999,0.0053338673698591,6.686507936507937e-05,0.0
2008-09-03,0.9399122807017544,21.43,2032.13,110.5,1.685,0.0001563721657544,-0.0015292440107901,0.0418573411047859,0.04592449,0.004067148895214,6.686507936507937e-05,0.0
2008-09-04,0.986858316221766,24.03,1971.37,110.48,1.675,8.060290976496921e-05,-0.0303557715262241,0.0428723336437459,0.05774409,0.014871756356254,6.646825396825397e-05,0.0
2008-09-05,0.9717656974294142,23.06,1980.18,109.46,1.777,0.0002409735330736,0.004459017143809,0.0429677239834974,0.05317636,0.0102086360165025,7.051587301587301e-05,0.0
2008-09-08,0.9779697624190066,22.64,2021.13,109.1,1.705,7.869987801511751e-05,0.0204690112791605,0.0448822799712585,0.05125696,0.0063746800287414,6.765873015873016e-05,0.0
